commits_30d,contributors_30d,open_issues,closed_issues_30d,open_prs,avg_commit_frequency,code_churn_rate,bug_fix_ratio,urgent_signal_ratio,negative_sentiment_ratio,test_coverage,ci_failures_rate,mean_pr_cycle_time_hours,release_stability_index,issue_to_commit_ratio,bus_factor_inverse,developer_load_index,commit_volatility,issue_momentum,signal_entropy,release_friction_index,socio_technical_strain,remediation_latency,collaboration_imbalance,target_risk
128,37,253,179,75,5.040871070718617,0.46283092259148223,0.24145671106517,0.3155508838403265,0.37457256770867914,56.81242543576488,0.035514611433231126,26.157694962403745,0.8357352311630852,1.9765625,0.1643989873053573,8.864864864864865,0.5299018986728876,0.1712962962962963,0.926797932368699,0.030043864409289908,2.0032674297233064,14.9930821953525,0.11460465663018528,27.335197638591726
263,49,660,245,7,8.536422757433304,0.30042850050064634,0.3350138771935684,0.012176618679322966,0.2094863029481191,83.99499916637285,0.2940680512060975,29.196011591399728,0.37948694970716595,2.5095057034220534,0.14285714285714285,13.612244897959183,0.32377203426888823,0.4585635359116022,0.41769979798307877,0.38647499742241315,2.351974822351007,16.68786467879258,0.04681635469560131,27.52327672112597
174,15,438,139,79,5.50506390774801,0.22230163858302296,0.14677406998737283,0.2281695543163262,0.1970900855164978,73.69696403235324,0.1837037301259907,21.813473101440508,0.47888147434713907,2.5172413793103448,0.2581988897471611,34.46666666666667,0.646863412274247,0.5181975736568457,0.7454383517404095,0.1693180851509432,10.653210008731849,21.47775616928337,0.20512816031970948,37.64429521165592
141,43,88,5,5,5.385015004565475,0.1883116253476909,0.23566919994252075,0.1995799906179234,0.5417347728956136,52.94682071141449,0.07868510757457711,1.520367589569421,0.8190758320698011,0.624113475177305,0.15249857033260467,2.1627906976744184,0.1430238802417729,0.8924731182795699,0.858027840469859,0.003924286042613319,0.5084988006738115,4.770291518089232,0.02616396391406923,23.103687364533993
144,26,646,29,85,4.423190633278345,0.33220170434705043,0.5153678666213943,0.3661281675150584,0.33576561647288944,59.36648743368185,0.10343572587410245,16.370055237715718,0.44512508978362575,4.486111111111111,0.19611613513818404,28.115384615384617,0.6562833119152445,0.914074074074074,0.9341808374886726,0.07313304669750928,7.365252076997811,21.741135983512446,0.17583127812855978,57.4515937661741
72,10,557,371,100,2.3735714758860285,0.23754513621794526,0.6979058673546398,0.37136032915923983,0.45919409099142566,51.13626399214475,0.2706008887386137,23.160432225946632,0.8409875675431703,7.736111111111111,0.31622776601683794,65.7,0.16940569719384493,0.20043103448275862,0.9734504955648202,0.20177226651400018,30.316456073952722,23.37033776159245,0.07346484958972001,52.502467164803264
29,10,210,242,93,0.0,0.47484970811851507,0.5566562577105731,0.1512302727071379,0.5192600620402145,51.1358654416441,0.06003246838479703,10.775806015629438,1.0,7.241379310344827,0.31622776601683794,30.3,0.18410392439427042,-0.07079646017699115,0.8059199591449782,0.017969395387610554,14.557096127152663,32.10420202785505,0.06702321360218094,35.942291168313396
177,31,381,105,50,6.392933241586217,0.44385129253486444,0.6197286815108827,0.06963744031051643,0.2915991035691962,95.81692439602054,0.14245401714964684,27.723924585492334,0.7546579201538142,2.152542372881356,0.1796053020267749,13.903225806451612,0.3085552813240588,0.5679012345679012,0.6176735778046334,0.1366204060589596,3.225243170888344,8.185501262392865,0.05927734361624481,24.625167231452828
284,18,271,103,137,10.825273524093975,0.4249282449740055,0.07965593299385941,0.1586709113103743,0.3801210591530644,68.70504049999495,0.23876002228435314,25.931107233896217,0.4954023301243387,0.954225352112676,0.23570226039551587,22.666666666666668,0.33157238497435204,0.44919786096256686,0.7946239639739164,0.25876203386158464,7.37341347393483,8.782156414037468,0.09055286690432504,30.53450011907113
20,6,380,15,107,1.171524427626521,0.4334908934707098,0.2950809733400982,0.19780041949984004,0.2429499095337897,99.31331341310263,0.14263241282915975,20.27762343039418,0.7153011460921492,19.0,0.4082482904638631,81.16666666666667,0.12327685728251074,0.9240506329113924,0.7587093092431436,0.10321293275503281,41.18657826093325,133.93461506538134,0.060282379953890596,49.877176581722246
274,24,675,377,45,10.156592750616447,0.37243554546813606,0.1739332910192085,0.2279590133995296,0.5567481887666171,56.75976994407263,0.1340423289507015,19.165681282261055,0.8869226043455021,2.4635036496350367,0.20412414523193154,30.0,0.2648092036926974,0.2832699619771863,0.8825621823270965,0.07943082789234376,9.5330968012003,20.350183524161835,0.06637603800212838,33.74287465707942
264,36,629,43,78,8.207728504675869,0.23026720119989239,0.28488663657177404,0.16121703421069927,0.01956964080556924,78.85800021164953,0.06729924066442507,20.83242055626188,0.699782084967147,2.382575757575758,0.16666666666666666,19.63888888888889,0.40395335287962353,0.8720238095238095,0.3881152445638097,0.050636484117552595,3.337202481710821,17.038117636225536,0.07817958573172408,27.53652764517739
88,18,150,303,19,3.0987603307530738,0.1684079105160559,0.05727922078875222,0.033061974545801336,0.13057638769169794,74.63332256506497,0.17397579893841925,18.961434724249965,0.776767297610578,1.7045454545454546,0.23570226039551587,9.38888888888889,0.6684712641776592,-0.33774834437086093,0.3842696029491929,0.11208993498255629,2.501945572875301,16.069104191100813,0.16276943890042056,6.607050970145364
202,52,680,96,166,6.073121386274761,0.18773514290146948,0.24198628524980198,0.24638188007772477,0.4063345712570782,85.07490516798379,0.15707916313218476,6.787868933020864,0.520117399229552,3.366336633663366,0.1386750490563073,16.26923076923077,0.5321856331800383,0.7525773195876289,0.8900143488639946,0.043830536856664465,3.1728825816773685,25.517293367828447,0.09198406559173553,41.03850562003959
52,43,306,134,135,1.5738974514263935,0.372040494406466,0.3306543219167948,0.24338696863257053,0.456650405812514,75.07277607702441,0.02149606993371711,14.913984316256723,0.5352659721040407,5.884615384615385,0.15249857033260467,10.255813953488373,0.26057103730412134,0.39090909090909093,0.8975992327684119,0.013043946791445623,2.2781968144911677,39.38841874874247,0.04940810820967669,42.35503737414574
242,28,493,109,51,8.60721470081342,0.11647439779486678,0.4471503598927889,0.3714053566618001,0.39120541990546653,86.76133429235955,0.2116160394390015,19.688517891527876,0.8612113932655908,2.0371900826446283,0.1889822365046136,19.428571428571427,0.3290731730485032,0.6378737541528239,0.9586590491318095,0.1317959968680725,5.108026169998031,11.262598040200624,0.08528630607969401,32.014113525102395
224,51,534,329,121,7.537941095838976,0.37668021049653627,0.49217546138766144,0.1819173649601635,0.3144426381020185,79.86716180015672,0.3031079074251692,32.476726879802854,0.5375875532570216,2.3839285714285716,0.14002800840280097,12.843137254901961,0.5495826348874219,0.23754345307068367,0.7912444707792557,0.39988663859832885,2.3638922358120156,12.106174268704857,0.09095676952496504,30.229034877804352
113,24,338,13,122,2.7778179508458116,0.09083572320872803,0.21043356742407957,0.34891852476511864,0.3185136040681705,53.539649761359286,0.3355814190831451,25.574417501327513,0.16275937822883446,2.9911504424778763,0.20412414523193154,19.166666666666668,0.40114775528734303,0.9259259259259259,0.9179281116432425,0.43799302594388373,5.1585255294692,23.61711984165143,0.11045476713452394,55.32314167644326
21,8,319,140,109,0.0,0.36554364487275687,0.6822100599241139,0.29050193354991416,0.42058143323696834,82.72343623083825,0.0962982434828597,32.98702072658787,0.6187334851452808,15.19047619047619,0.35355339059327373,53.5,0.23001808120323178,0.3899782135076253,0.925546195563005,0.12188112147945349,26.870448954910863,48.27380518295604,0.10494835661387199,59.776705360323724
310,2,319,111,9,9.366518581289792,0.29536131665036,0.7100881012977166,0.08358789233306618,0.33165374763712646,69.35041550812255,0.11437542564762535,5.652926599338546,0.7428392078054082,1.0290322580645161,0.7071067811865475,164.0,0.3070143128678976,0.48372093023255813,0.6656519759365209,0.022578464160671375,154.4259088040574,2.9832869576138195,0.23523815712696686,45.39149223180293
142,51,603,109,158,5.077350146291047,0.15043140357369386,0.7854918876066955,0.04426240329410341,0.47075928397532046,58.5724867334481,0.2725798751047427,15.616315996554542,0.8917021202362614,4.246478873239437,0.14002800840280097,14.92156862745098,0.6182074238899079,0.6938202247191011,0.6295182103922057,0.1310467872468216,3.073059656046475,9.10904167416638,0.0903979892349429,42.81550654659555
285,52,270,77,172,10.944726174959667,0.09163265175889486,0.7326491385128849,0.11790468135448962,0.434391317733369,82.10364442721297,0.1486325674716523,38.70165216437286,1.0,0.9473684210526315,0.1386750490563073,8.5,0.20585748669424855,0.5561959654178674,0.7554258727022238,0.15978683129404353,1.6907714339972375,2.5327976351410895,0.03191315703002383,17.47196136925632
216,40,195,364,175,8.153720770800149,0.5642392431463858,0.363779530158453,0.061075773443309334,0.4190570865432598,85.74493676491556,0.09234412388945554,11.941802116768587,0.6969399883358585,0.9027777777777778,0.15811388300841897,9.25,0.58474989242764,-0.3023255813953488,0.6563563997880215,0.03991545206430158,2.0754467920167117,5.743657019402855,0.09810396351241224,2.76338394522658
249,6,253,151,176,6.972810360597756,0.30375647650083526,0.3512410575332896,0.18006859957374038,0.4697482424197093,63.2629573710613,0.39421689229701445,11.752186803299612,0.8117234338203441,1.0160642570281124,0.4082482904638631,71.5,0.43137185456974614,0.2524752475247525,0.8387924302443971,0.1529216403003192,42.901587827678135,6.59180772867782,0.20781813102807797,32.60909122093823
243,16,136,167,167,9.094753156648848,0.13741001482872953,0.14939759585779652,0.23733027988144104,0.25379612583624045,65.39096130714636,0.03244206814456561,16.418330654778845,0.704125270078372,0.5596707818930041,0.25,18.9375,0.1558063934372698,-0.10231023102310231,0.8039059779709163,0.019173352212787022,5.935941033255951,4.7605731260633615,0.04819599209976373,6.132050230066487
62,3,274,154,133,2.7221469585769196,0.5604697821253917,0.5733620466379461,0.15151913798685798,0.311824255993132,48.80607517891205,0.2997872237098445,38.17206156418111,0.7508140295487568,4.419354838709677,0.5773502691896258,135.66666666666666,0.2747911858606219,0.2803738317757009,0.7544484825901376,0.39708486403697457,102.75150318071199,18.854645035677862,0.1826893923006509,56.57142526674664
116,3,79,392,10,2.7849567047965365,0.4669461995109029,0.39925580673149497,0.5873949469229539,0.3273633661361311,42.124365954611676,0.08525985401851213,12.620520240647028,0.6426280987768419,0.6810344827586207,0.5773502691896258,29.666666666666668,0.53431271841553,-0.6645435244161358,0.9450289802216821,0.04057123204328358,22.73515670361725,4.0912751093286115,0.48968846963558327,35.75420317944532
149,14,62,135,83,4.754425534969319,0.3944604224681484,0.8098670866929857,0.026690791937282684,0.44005298349354516,67.12306724734358,0.19408359590986463,24.296102554370034,0.7572882951329716,0.4161073825503356,0.2672612419124244,10.357142857142858,0.4807247515512095,-0.37055837563451777,0.5835602950665044,0.16277710874454074,3.986157183877546,0.7911570889285159,0.1319083028870018,12.434893250951509
159,31,506,136,44,6.066865688047066,0.11075560991523381,0.23664247517912004,0.17243526687582772,0.06654990284875725,83.67287171436075,0.11781918253433336,22.724323477619087,0.5340154344498512,3.1823899371069184,0.1796053020267749,17.741935483870968,0.36086608100809053,0.5763239875389408,0.5080800246877939,0.10902695052039893,3.3986099866218766,24.29301305404813,0.07598958799651905,18.680940911094904
14,4,54,131,39,0.8519701243210164,0.16110420049840427,0.41474400295055763,0.3624733444781521,0.3465258813479531,61.82774888949157,0.20700044905047565,1.0,1.0,3.857142857142857,0.5,23.25,0.281870668829632,-0.41621621621621624,0.9378220807165947,0.0057500124736243234,15.653363370669954,22.57415988619278,0.19202063643530118,29.297876313601286
174,54,397,130,149,4.88363346332841,0.029514787188737825,0.3153198327143063,0.24647897468337485,0.5266605164585857,93.84469862208252,0.15070091762461077,18.85106566705284,0.20175449348891605,2.281609195402299,0.13608276348795434,10.11111111111111,0.4298390893446552,0.5066413662239089,0.9017988626745841,0.1419051921281174,2.100605395652723,15.62172565588623,0.07291115614911525,36.13621336401334
49,25,545,35,146,2.0608528423906693,0.12630790777022127,0.4049021262818209,0.3483844299254061,0.4515660420214251,67.71881613069071,0.12623070065014966,13.747210666048817,0.7941773269019891,11.122448979591837,0.2,27.64,0.0790490829203311,0.8793103448275862,0.9629188098320677,0.05812467340314372,8.024257080294438,66.18945738294033,0.021317710521931363,53.78648677324941
237,15,507,241,93,6.403749582743589,0.23330943912172875,0.7536706912307164,0.013009862428946665,0.42630987933130954,67.78385079802369,0.1594427959964136,25.440734126312535,0.7439096701506943,2.1392405063291138,0.2581988897471611,40.0,0.5719831334587648,0.35561497326203206,0.5422090559169008,0.14153143572376248,14.730865091150058,5.269576352153029,0.1496067768801891,37.54716878716121
218,28,312,10,132,7.110691143636618,0.29388968771536295,0.19817967537791217,0.043458137764802,0.36527465449839314,66.37453263140557,0.17199115142511529,35.52116726759287,0.7542563549915152,1.4311926605504588,0.1889822365046136,15.857142857142858,0.609973813034553,0.937888198757764,0.6024517747457937,0.2114070725203087,4.091343571309838,11.475593636793185,0.12028381812994814,34.66281971026697
295,43,135,90,23,10.629903071913368,0.3907189939939857,0.2937958737146803,0.37530813164632243,0.41893886702539,86.70548118076297,0.09220984180115413,15.726790796647556,0.44343651754139857,0.4576271186440678,0.15249857033260467,3.6744186046511627,0.2957035080085354,0.2,0.9678086110645192,0.06270204759707744,0.7950932902441064,3.2317815948650224,0.062018643043820404,10.258690453813749
238,17,651,80,39,7.946209284233257,0.14664217018028286,0.3819562241826459,0.19258667418169814,0.14315335308819588,55.657430875141216,0.10603815681719186,15.726388476727804,0.3443708757213409,2.735294117647059,0.24253562503633297,40.588235294117645,0.4261140729052187,0.7811217510259918,0.6496446416500805,0.07669229362408989,11.253307939558914,16.90531504441586,0.12325126037777044,41.35013919140198
117,3,584,116,154,3.5507437150266377,0.044141359343060634,0.47819231282916924,0.034551703354038114,0.5943259950074673,68.93663732279059,0.28930792040892783,42.919368247531935,0.8011550145449903,4.9914529914529915,0.5773502691896258,246.0,0.16991219913235223,0.6685714285714286,0.5954506660892764,0.41349872478420757,226.4391974288205,26.045785410920104,0.10148833640725363,65.14895531876607
309,3,428,302,81,10.922542377640646,0.09964464573484594,0.2828842620764284,0.32030636452313827,0.04036631252592707,62.24204875541745,0.08038325106938317,12.240355625133816,0.9482001970318521,1.3851132686084142,0.5773502691896258,169.66666666666666,0.49944807455803014,0.1726027397260274,0.5743417558048332,0.028746844992854532,101.91126241055504,9.93286523725853,0.3807188961814397,37.20642692492305
131,47,60,239,98,5.048992937227274,0.4053047079110271,0.49325576754029954,0.11682237564434847,0.5143393376269616,62.014911386533164,0.11118408256619072,6.241484321822966,0.7240458324727229,0.4580152671755725,0.14586499149789456,3.3617021276595747,0.1577616454571601,-0.5986622073578596,0.7597820048372064,0.0245959201670705,0.7425633393201208,2.3209659501971016,0.025700206024778443,12.49782007317015
104,7,24,396,83,4.383694451673532,0.5145776917064268,0.3213482679993136,0.14893672543582018,0.03441152181280581,71.56246951165332,0.21572766241736707,32.086933142053915,0.8410539519878,0.23076923076923078,0.3779644730092272,15.285714285714286,0.3902052935483739,-0.8857142857142857,0.4116137064143408,0.22284082880469822,5.97626803024022,1.5661193815400456,0.1694494831552393,7.076432634175683
289,35,220,140,36,10.245373033245803,0.22005354461984536,0.6171555082911732,0.3166471627496746,0.5822395398969048,69.18682734748678,0.25254146675785705,18.518981378357555,0.5883710818345198,0.7612456747404844,0.1690308509457033,7.314285714285714,0.18001545740137656,0.2222222222222222,0.9405471000594933,0.18338670159313022,1.9561859352042927,2.914387134115637,0.040063158363024466,20.91564036645654
118,21,110,371,148,4.690295689089336,0.24068834963443597,0.13150201938927011,0.028196216957011515,0.3993739193545055,87.82674077846434,0.3048559000026398,21.691534670609755,0.7463147451809975,0.9322033898305084,0.2182178902359924,12.285714285714286,0.4980734133216925,-0.5426195426195426,0.5779234447823841,0.2302877841761037,3.7516692132316907,8.096167615862736,0.11175313479446308,6.534732473304819
24,42,602,17,136,1.3130359902062743,0.47317291337379375,0.049959791774550344,0.28308743745719966,0.3062089537510296,70.82761279680219,0.07488671785652744,40.199307896716405,0.9251319816252873,25.083333333333332,0.1543033499620919,17.571428571428573,0.556737374879708,0.9450726978998385,0.8741861993154824,0.08988267996952018,3.5415639042363365,238.30175222988362,0.11022547651791519,69.91729153379382
150,4,144,201,123,5.18587005438153,0.2460633637673447,0.3002931722114405,0.03659727574769764,0.35127057915875576,79.8800919197174,0.14942885613782178,5.671698956913065,0.6172905069042474,0.96,0.5,66.75,0.2282210855563195,-0.16521739130434782,0.5808324102584829,0.03255188083604276,45.09865557942347,6.717185546770171,0.1182866777779315,7.597414412668341
254,49,197,319,63,8.529322966501336,0.19243561530079764,0.4200543982316906,0.14162894393928874,0.31515650550418073,73.76408234498669,0.20452979650969375,17.143106558569276,0.9171436203706006,0.7755905511811023,0.14285714285714285,5.3061224489795915,0.4761333420365797,-0.2364341085271318,0.7437626908744142,0.10546648442392215,0.9969116368253264,4.498003289305391,0.07765251492050067,5.632070622905139
60,38,683,212,115,1.8339181966318185,0.4178783629245749,0.16333063700145758,0.36017894611870516,0.019110656884266487,93.46014400335137,0.22737055894456148,7.2554459925191,0.3530855461195597,11.383333333333333,0.16222142113076254,21.0,0.21874348717454414,0.5262569832402234,0.5396246126954564,0.07546870249896295,3.4717531600346834,95.24086248800074,0.04826578580090532,51.672704735264745
148,25,572,373,171,4.084675528191526,0.4289391884528806,0.5946363631165629,0.33899603594330474,0.2715641984853877,66.16184049995144,0.05421084919623324,22.184242849393996,0.5573993961179686,3.864864864864865,0.2,29.72,0.16587042329830004,0.2105820105820106,0.883777478824536,0.04819194228781363,7.558177595797145,15.666756776846354,0.044419967855332344,33.87998375047148
41,12,153,125,116,0.6979486104928007,0.2343725127185127,0.6122320393886868,0.11152437174850159,0.4111146111831268,66.20685770291983,0.03877760322166763,13.746465215259992,0.7891832249905795,3.731707317073171,0.2886751345948129,22.416666666666668,0.4672404559072138,0.10071942446043165,0.7407894540493787,0.01792866400835581,9.131512115327249,14.470365359397787,0.14992318699262427,23.524210282174188
219,53,268,13,88,7.102589862645353,0.42130844945745566,0.1566127160387242,0.22326006173926422,0.6735930445195146,82.9206174044238,0.045666491840828424,7.857092914813146,1.0,1.2237442922374429,0.13736056394868904,6.716981132075472,0.4118511734080257,0.9074733096085409,0.8386444699686495,0.009966829707970703,1.5441378047552117,10.320903748932507,0.06920240208905415,31.06858755803999
